hn,date_of_submission,species,submitted_sample,vitek_id,bacteria_genus,report_issued_date,file_id,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole
5910651,2016-07-25,dog,ub mucosa,GN,proteus,2016-08-08,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,R,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S
5910989,2016-11-28,dog,ham : พัฒนเวศน์,GN,pseudomonas,2016-12-06,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,,S,I,S,,R,S,S,,,R,S,R
5911006,2016-08-10,cat,urine,GN,escherichia,2016-08-11,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,S,,R,-,R,S,R,,S,I,,,,R,I,R
5911043,2016-08-10,cat,abdominal fluid,GN,escherichia,2016-08-11,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,I,R,R,,S,S,S,S,,S,-,S,S,S,,S,R,S,,,R,S,S
5911066,2016-10-31,dog,wound,GN,klebsiella,2016-11-04,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,R,R,S
5911068,2016-08-10,dog,purulent,GN,pseudomonas,2016-08-11,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,,R,S,R
5911147,2016-07-25,cat,ub mucosa,GN,escherichia,2016-07-28,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,S,R,,,,R,R,R
5911282,2016-07-13,dog,urine,GN,escherichia,2016-07-28,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,S,,R,-,R,S,R,,S,I,,,,R,I,R
5911339,2016-08-18,dog,stump pyometra,GN,escherichia,2016-08-24,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,R,I,R
5911427,2016-07-15,dog,fluid,GN,enterobacter,2016-07-23,1,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,S,R,,R,,S,S,S,S,,S,,S,S,S,,I,S,,,,S,S,S
5911461,2016-07-15,dog,wound,GN,serratia,2016-07-23,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,,R,,R,,I,R,,S,,S,S,S,,R,S,,,,R,I,R
5911478,2016-07-16,dog,purulent,GN,escherichia,2016-07-23,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,R,R,R,,S,R,,,,R,I,R
5911006,2016-08-10,dog,urine,GN,escherichia,2016-08-11,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,R,,S,-,S,S,S,,S,R,,,,R,S,R
5911564,2016-11-20,dog,urine,GN,klebsiella,2016-11-24,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,S,R,S,,R,S,S,R,,S,-,S,S,S,,I,R,,,,R,S,S
5911573,2016-08-15,cat,fluid,GN,escherichia,2016-08-19,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,I,R,R,,I,S,S,I,,R,-,R,S,R,,S,R,S,,,R,I,R
5911680,2016-07-21,dog,urine,GN,escherichia,2016-07-28,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,R,R,R,,S,R,,,,R,I,R
5911804,2016-07-15,dog,exudate,GN,serratia,2016-07-28,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,,R,,S,,S,S,,S,,S,S,S,,R,S,,,,R,S,S
5911929,2016-08-12,cat,urine,GN,escherichia,2016-08-18,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,I,,R,+,S,R,R,,S,R,,,,R,S,R
5912118,2016-07-27,dog,urine,GN,burkholderia,2016-08-03,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,R,R,R,R,,R,R,R,R,,R,,R,R,R,,R,S,,,,R,R,S
5912219,2016-08-14,dog,wound,GN,burkholderia,2016-08-18,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,R,,R,-,S,S,R,,R,I,,,,R,S,R
5912504,2016-08-11,dog,abscess,GN,pseudomonas,2016-08-18,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,,R,S,R,,R,S,S,,,R,R,R
5912519,2016-08-04,cat,open wound,GN,citrobacter,2016-08-10,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,,R,S,S,I,,S,,S,S,S,,S,S,,,,S,S,S
5912700,2016-08-10,dog,urine,GN,klebsiella,2016-08-17,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,R,,S,S,S,S,,S,-,S,S,S,,S,R,,,,S,S,S
5912719,2016-08-10,cat,abscess,GN,pasteurella,2016-08-11,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,S,,R,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S
5912868,2016-09-15,dog,pus,GN,klebsiella,2016-09-23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,+,R,S,R,,R,R,,,,R,R,R
5913029,2016-08-19,dog,ub mucosa,GN,escherichia,2016-08-25,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,S,S,R,R,,S,S,S,S,,R,-,S,S,R,,S,R,,,,S,S,S
5913029,2016-12-06,dog,urine,GN,escherichia,2016-12-09,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,I,,R,-,S,S,R,,S,R,,,,S,S,S
5913075,2016-08-15,cat,urine,GN,pseudomonas,2016-08-19,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,,I,S,S,,R,S,S,,,R,S,R
5913106,2016-08-31,dog,ear mass,GN,morganella,2016-09-07,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,R,R,R,,,R,R,R,,S,,I,S,S,,R,S,,,,R,S,
5913106,2016-09-13,dog,ear exudate,GN,pseudomonas,2016-09-19,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,-,I,S,S,,R,S,S,,,R,S,R
5913318,2016-08-29,cat,urine,GN,escherichia,2016-09-07,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,R,R
5913475,2016-08-22,cat,urine,GN,pasteurella,2016-09-06,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,S,S,S
5913532,2016-09-09,dog,urine,GN,klebsiella,2016-09-16,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S
5913561,2016-08-31,dog,ub mucosa,GN,escherichia,2016-09-07,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,R,,R,,S,S,R,,S,R,,,,R,S,R
5913586,2016-09-23,dog,mass,GN,proteus,2016-09-28,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,R,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S
5913762,2016-08-27,cat,urine,GN,proteus,2016-09-02,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,R,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S
5913775,2016-09-08,dog,exudate,GN,pseudomonas,2016-09-16,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,-,S,S,S,,R,S,S,,,R,S,R
5913823,2016-08-30,dog,ub mucosa,GN,morganella,2016-09-07,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,,,S,R,,I,,R,,S,,R,S,,,,R,I,R
5913836,2016-09-21,cat,abscess,GN,salmonella,2016-09-27,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,S,S,S
5913857,2016-08-30,cat,urine,GN,acinetobacter,2016-09-05,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,R,R,R,,R,R,R,R,,R,,R,R,R,,R,R,S,,S,R,R,R
5913859,2016-08-31,dog,exudate,GN,salmonella,2016-09-07,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,R,,I,,R,S,S,,S,R,,,,R,S,S
5913953,2016-09-01,dog,ub mucosa,GN,escherichia,2016-09-07,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,S,,I,-,S,S,S,,S,S,,,,S,S,S
5914172,2016-09-23,dog,urine,GN,escherichia,2016-09-28,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,I,,R,-,S,S,R,,S,S,,,,R,S,R
5914277,2016-09-06,dog,otitis,GN,proteus,2016-09-12,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,R,,S,S,S,S,,I,,S,,S,,R,S,,,,R,S,S
5914414,2016-10-25,cat,fat,GN,pseudomonas,2016-10-31,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,I,S,,R,S,S,,,R,S,R
5914433,2016-09-09,cat,wound,GN,citrobacter,2016-09-16,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,,R,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S
5914520,2016-10-02,dog,pus,GN,citrobacter,2016-10-10,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,R,,,,S,S,S
5914522,2016-11-07,dog,urine,GN,proteus,2016-11-10,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,I,R,I,,S,S,,R,,R,,R,,R,,R,R,,,,R,R,R
5914727,2016-09-19,cat,urine,GN,escherichia,2016-09-23,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,I,,R,+,S,S,R,,S,R,,,,R,S,S
5914818,2016-11-08,cat,ear otitis,GN,escherichia,2016-11-10,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,I,,R,-,R,S,R,,S,R,,,,R,I,R
5914845,2016-09-17,dog,exudate,GN,acinetobacter,2016-09-23,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,I,R,S,S
5914867,2016-09-23,cat,pus,GN,pseudomonas,2016-09-28,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,S,,R,R,S,,R,I,,,,R,R,S
5914881,2016-09-17,cat,urine,GN,klebsiella,2016-09-23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,I,R,,,,R,R,R
5915051,2016-09-28,dog,urine,GN,escherichia,2016-10-06,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,S,,R,-,R,S,R,,S,I,,,,S,R,S
5915051,2016-09-21,dog,blood,GN,escherichia,2016-09-26,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,S,,I,-,R,S,S,,S,I,,,,S,I,S
5915065,2016-11-10,dog,pus,GN,pseudomonas,2016-11-15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R
5915136,2016-10-26,dog,urine,GN,klebsiella,2016-11-03,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,R,S,R,R,,R,-,S,S,R,,I,R,,,,R,S,S
5915139,2016-10-04,dog,tooth root abscess,GN,acinetobacter,2016-10-21,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,S,R,R,S,,S,S,S,S,,S,,S,S,S,,S,S,S,,R,S,S,S
5915144,2016-09-23,cat,exudate,GN,pasteurella,2016-09-28,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S
5915168,2016-09-24,cat,wound,GN,escherichia,2016-09-29,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,R,R,,S,S,S,S,,I,-,S,S,S,,S,,,,,R,S,R
5915311,2016-09-27,cat,pleural effusion,GN,pasteurella,2016-10-05,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S
5915332,2016-09-28,cat,abdomen,GN,unknown,2016-10-07,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,-,,,,,,,,,,,,
5915351,2016-09-27,cat,urine,GN,escherichia,2016-10-07,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,S,,S,-,R,S,S,,S,I,,,,R,I,R
5915368,2016-09-27,dog,urine,GN,escherichia,2016-10-06,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,I,S,S,R,,R,-,S,S,R,,S,S,,,,R,S,S
5915483,2016-09-29,dog,exudate,GN,aeromonas,2016-10-07,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,,I,R,R,,R,R,,,,R,I,R
5915535,2016-11-06,dog,exudate,GN,acinetobacter,2016-11-10,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,R,R,R,,R,R,R,R,,S,,S,S,S,,R,I,S,,S,S,S,S
5915572,2016-10-01,dog,wound,GN,pseudomonas,2016-10-06,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,,,,R,S,R
5915681,2016-10-05,cat,ub mucosa,GN,klebsiella,2016-10-11,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,R,R
5915731,2016-12-05,dog,urine,GN,klebsiella,2016-10-10,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,S,S,R,,S,R,,,,R,S,S
5915764,2016-10-05,dog,wound,GN,pasteurella,2016-10-12,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S
5915853,2016-12-02,dog,urine,GN,escherichia,2016-12-09,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,I,R
5915853,2016-11-03,dog,ub mucosa,GN,klebsiella,2016-11-09,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,R,R,,,,R,R,R
5915897,2016-10-25,cat,nasal exudate,GN,methylobacterium,2016-11-01,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,
5915960,2016-11-29,dog,prostate,GN,escherichia,2016-12-02,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,S,,R,S,S,R,,R,-,S,S,R,,S,R,,,,R,S,R
5915960,2016-10-17,dog,urine,GN,escherichia,2016-10-21,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,+,R,S,S,,S,R,,,,R,I,S
5915960,2016-10-21,dog,prostate,GN,escherichia,2016-10-28,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,S,+,R,S,S,,S,R,,,,R,I,S
